Blob hydrophobicity  class,Hydrophobicity cutoff,total SNPs,Blob length,Enrichment ,p value
h,0.41,2,85,0.0,4.15E-01
h,0.42,1994,1,0.91,3.84E-03
h,0.42,1967,2,0.75,2.66E-16
h,0.42,5100,3,0.84,1.53E-16
h,0.42,3896,4,1.01,7.64E-01
h,0.42,3586,5,1.0,9.48E-01
h,0.42,3510,6,1.11,3.70E-05
h,0.42,2751,7,1.1,4.67E-04
h,0.42,2225,8,1.11,1.18E-03
h,0.42,1975,9,1.24,6.48E-11
h,0.42,1559,10,1.21,1.98E-07
h,0.42,1203,11,1.45,7.34E-19
h,0.42,984,12,1.32,2.50E-09
h,0.42,747,13,1.32,1.77E-07
h,0.42,712,14,1.4,5.30E-10
h,0.42,571,15,1.25,3.27E-04
h,0.42,586,16,1.26,1.31E-04
h,0.42,444,17,1.38,4.04E-06
h,0.42,437,18,1.44,1.84E-07
h,0.42,388,19,1.43,1.21E-06
h,0.42,302,20,1.34,5.08E-04
h,0.42,321,21,1.13,1.37E-01
h,0.42,283,22,1.67,2.00E-09
h,0.42,334,23,2.02,1.92E-19
h,0.42,279,24,2.01,4.55E-16
h,0.42,223,25,1.47,8.78E-05
h,0.42,250,26,2.09,2.83E-16
h,0.42,214,27,1.38,1.12E-03
h,0.42,213,28,2.72,3.75E-25
h,0.42,135,29,1.01,8.96E-01
h,0.42,76,30,0.76,1.60E-01
h,0.42,142,31,1.34,1.64E-02
h,0.42,100,32,2.42,3.77E-10
h,0.42,66,33,1.89,2.52E-04
h,0.42,37,34,0.3,2.20E-04
h,0.42,77,35,5.87,1.06E-27
h,0.42,29,36,1.85,1.87E-02
h,0.42,55,37,4.68,5.64E-16
h,0.42,10,38,1.31,4.43E-01
h,0.42,14,39,1.74,1.51E-01
h,0.42,21,40,5.55,2.92E-08
h,0.42,9,41,0.37,1.92E-01
h,0.42,9,42,10.44,1.49E-06
h,0.42,8,43,0.44,3.45E-01
h,0.42,13,44,2.09,6.34E-02
h,0.42,4,45,1.31,6.69E-01
h,0.42,6,46,0.26,1.99E-01
h,0.42,13,47,15.66,4.21E-11
h,0.42,3,48,0.65,1.00E+00
h,0.42,1,49,0.0,1.00E+00
h,0.42,2,53,0.0,4.15E-01
h,0.42,1,54,0.0,1.00E+00
h,0.42,4,55,0.0,8.35E-02
h,0.42,1,56,0.0,1.00E+00
h,0.42,2,60,0.0,4.15E-01
h,0.42,1,64,0.0,1.00E+00
h,0.42,1,65,0.0,1.00E+00
h,0.42,2,85,0.0,4.15E-01
h,0.43,2044,1,0.92,1.31E-02
h,0.43,2061,2,0.78,5.17E-13
h,0.43,5254,3,0.87,2.62E-12
h,0.43,3931,4,1.03,1.75E-01
h,0.43,3501,5,1.03,3.02E-01
h,0.43,3439,6,1.11,1.76E-05
h,0.43,2599,7,1.07,2.18E-02
h,0.43,2186,8,1.14,4.31E-05
h,0.43,1826,9,1.21,4.63E-08
h,0.43,1442,10,1.29,3.48E-11
h,0.43,1146,11,1.36,1.50E-12
h,0.43,892,12,1.29,1.56E-07
h,0.43,716,13,1.46,3.70E-12
h,0.43,628,14,1.25,1.56E-04
h,0.43,524,15,1.15,2.54E-02
h,0.43,537,16,1.36,1.04E-06
h,0.43,437,17,1.55,2.96E-10
h,0.43,371,18,1.18,3.28E-02
h,0.43,337,19,1.39,2.93E-05
h,0.43,286,20,1.52,9.55E-07
h,0.43,300,21,1.05,5.34E-01
h,0.43,242,22,1.82,8.55E-11
h,0.43,315,23,2.21,4.01E-23
h,0.43,277,24,2.17,1.16E-19
h,0.43,203,25,1.43,4.78E-04
h,0.43,235,26,2.35,3.66E-20
h,0.43,191,27,1.7,3.20E-07
h,0.43,180,28,2.31,2.65E-15
h,0.43,121,29,1.16,2.52E-01
h,0.43,74,30,0.89,6.05E-01
h,0.43,125,31,1.46,3.56E-03
h,0.43,78,32,2.09,4.90E-06
h,0.43,44,33,1.31,2.20E-01
h,0.43,35,34,0.98,1.00E+00
h,0.43,59,35,6.39,1.92E-23
h,0.43,23,36,2.03,1.24E-02
h,0.43,52,37,5.48,5.55E-18
h,0.43,9,38,1.63,2.42E-01
h,0.43,10,39,3.05,9.33E-03
h,0.43,14,40,7.83,8.55E-08
h,0.43,6,41,0.26,1.99E-01
h,0.43,11,42,3.48,2.58E-03
h,0.43,4,43,1.31,6.69E-01
h,0.43,12,44,1.83,1.16E-01
h,0.43,1,45,0.0,1.00E+00
h,0.43,6,46,0.0,1.78E-02
h,0.43,11,47,13.05,9.59E-09
h,0.43,1,54,0.0,1.00E+00
h,0.43,4,55,0.0,8.35E-02
h,0.43,1,60,0.0,1.00E+00
h,0.43,2,84,0.0,4.15E-01
h,0.44,2117,1,0.97,3.18E-01
h,0.44,2150,2,0.8,4.15E-11
h,0.44,5339,3,0.89,3.93E-09
h,0.44,3906,4,1.03,1.51E-01
h,0.44,3468,5,1.01,7.21E-01
h,0.44,3281,6,1.1,1.46E-04
h,0.44,2511,7,1.1,1.55E-03
h,0.44,2061,8,1.14,6.83E-05
h,0.44,1684,9,1.25,3.65E-10
h,0.44,1360,10,1.23,1.88E-07
h,0.44,1082,11,1.3,3.40E-09
h,0.44,826,12,1.28,1.29E-06
h,0.44,638,13,1.42,1.50E-09
h,0.44,564,14,1.29,4.37E-05
h,0.44,483,15,1.17,2.16E-02
h,0.44,468,16,1.48,4.50E-09
h,0.44,387,17,1.47,2.05E-07
h,0.44,323,18,1.16,7.24E-02
h,0.44,325,19,1.45,4.64E-06
h,0.44,277,20,1.5,3.35E-06
h,0.44,284,21,1.07,4.36E-01
h,0.44,225,22,1.96,1.56E-12
h,0.44,324,23,2.57,2.20E-33
h,0.44,221,24,1.86,9.40E-11
h,0.44,191,25,1.56,2.13E-05
h,0.44,238,26,2.27,6.38E-19
h,0.44,178,27,1.67,1.95E-06
h,0.44,126,28,1.98,6.49E-08
h,0.44,106,29,1.12,4.04E-01
h,0.44,58,30,0.64,4.38E-02
h,0.44,105,31,1.88,4.87E-06
h,0.44,64,32,2.87,1.78E-09
h,0.44,27,33,0.77,4.88E-01
h,0.44,30,34,0.87,7.87E-01
h,0.44,61,35,4.38,2.90E-16
h,0.44,14,36,7.83,8.55E-08
h,0.44,47,37,10.96,5.24E-29
h,0.44,14,38,4.79,2.93E-05
h,0.44,9,39,4.57,1.05E-03
h,0.44,6,41,0.26,1.99E-01
h,0.44,12,42,2.61,1.34E-02
h,0.44,6,43,2.61,6.98E-02
h,0.44,10,44,1.31,4.43E-01
h,0.44,2,45,0.0,4.15E-01
h,0.44,3,46,0.0,1.84E-01
h,0.44,1,54,0.0,1.00E+00
h,0.44,4,55,0.0,8.35E-02
h,0.44,1,60,0.0,1.00E+00
h,0.44,2,84,0.0,4.15E-01
h,0.45,2284,1,0.98,5.10E-01
h,0.45,2221,2,0.8,3.88E-12
h,0.45,5358,3,0.89,6.41E-09
h,0.45,3907,4,1.02,3.27E-01
h,0.45,3397,5,1.03,2.32E-01
h,0.45,3166,6,1.09,1.10E-03
h,0.45,2399,7,1.12,1.03E-04
h,0.45,1953,8,1.15,4.57E-05
h,0.45,1587,9,1.31,1.69E-13
h,0.45,1275,10,1.35,2.38E-13
h,0.45,990,11,1.38,3.43E-12
h,0.45,741,12,1.29,1.61E-06
h,0.45,626,13,1.5,2.29E-12
h,0.45,521,14,1.16,2.27E-02
h,0.45,450,15,1.23,3.32E-03
h,0.45,387,16,1.61,7.08E-11
h,0.45,375,17,1.38,1.73E-05
h,0.45,299,18,1.15,1.02E-01
h,0.45,278,19,1.38,2.14E-04
h,0.45,254,20,1.71,3.01E-09
h,0.45,263,21,1.08,3.91E-01
h,0.45,184,22,1.98,7.58E-11
h,0.45,332,23,3.07,1.27E-47
h,0.45,188,24,1.97,8.83E-11
h,0.45,176,25,1.5,2.35E-04
h,0.45,214,26,2.19,7.51E-16
h,0.45,161,27,1.61,2.64E-05
h,0.45,99,28,1.5,5.17E-03
h,0.45,98,29,1.2,2.00E-01
h,0.45,55,30,0.69,1.05E-01
h,0.45,128,31,2.98,1.85E-18
h,0.45,48,32,1.99,8.48E-04
h,0.45,22,33,0.61,2.35E-01
h,0.45,27,34,0.9,8.86E-01
h,0.45,20,35,1.31,3.63E-01
h,0.45,13,36,15.66,4.21E-11
h,0.45,43,37,12.72,2.27E-29
h,0.45,18,38,6.53,2.36E-08
h,0.45,9,39,4.57,1.05E-03
h,0.45,5,41,0.33,3.85E-01
h,0.45,3,42,0.0,1.84E-01
h,0.45,6,43,2.61,6.98E-02
h,0.45,15,44,1.14,6.83E-01
h,0.45,1,45,0.0,1.00E+00
h,0.45,2,46,0.0,4.15E-01
h,0.45,1,54,0.0,1.00E+00
h,0.45,2,84,0.0,4.15E-01
h,0.46,2389,1,0.99,7.76E-01
h,0.46,2350,2,0.78,9.18E-15
h,0.46,5337,3,0.89,4.41E-08
h,0.46,3840,4,1.03,2.44E-01
h,0.46,3310,5,1.04,1.37E-01
h,0.46,3108,6,1.13,5.47E-06
h,0.46,2265,7,1.08,8.69E-03
h,0.46,1821,8,1.17,3.60E-06
h,0.46,1488,9,1.32,1.43E-13
h,0.46,1200,10,1.37,5.00E-14
h,0.46,873,11,1.44,1.31E-13
h,0.46,668,12,1.27,2.15E-05
h,0.46,550,13,1.33,3.68E-06
h,0.46,445,14,0.94,3.93E-01
h,0.46,421,15,1.23,4.49E-03
h,0.46,371,16,1.76,3.72E-14
h,0.46,359,17,1.37,3.81E-05
h,0.46,281,18,1.19,4.73E-02
h,0.46,274,19,1.36,4.36E-04
h,0.46,207,20,1.51,4.13E-05
h,0.46,223,21,1.06,5.36E-01
h,0.46,185,22,2.35,2.12E-16
h,0.46,283,23,2.46,1.10E-26
h,0.46,185,24,2.1,1.37E-12
h,0.46,153,25,1.43,2.51E-03
h,0.46,188,26,2.36,1.06E-16
h,0.46,146,27,1.34,1.50E-02
h,0.46,82,28,1.59,3.39E-03
h,0.46,70,29,0.68,6.29E-02
h,0.46,44,30,0.99,1.00E+00
h,0.46,123,31,3.15,1.49E-19
h,0.46,34,32,3.63,8.11E-08
h,0.46,18,33,0.37,3.22E-02
h,0.46,28,34,0.84,6.78E-01
h,0.46,21,35,2.12,1.26E-02
h,0.46,41,37,12.07,3.60E-27
h,0.46,12,38,14.36,6.64E-10
h,0.46,9,39,4.57,1.05E-03
h,0.46,4,41,0.0,8.35E-02
h,0.46,6,42,0.65,7.76E-01
h,0.46,4,43,1.31,6.69E-01
h,0.46,9,44,0.37,1.92E-01
h,0.46,2,46,1.31,5.35E-01
h,0.46,1,54,0.0,1.00E+00
h,0.46,2,84,0.0,4.15E-01
h,0.47,2461,1,0.98,4.29E-01
h,0.47,2530,2,0.78,1.79E-16
h,0.47,5100,3,0.92,6.09E-05
h,0.47,3811,4,1.03,2.86E-01
h,0.47,3204,5,1.05,4.56E-02
h,0.47,2920,6,1.13,3.92E-06
h,0.47,2168,7,1.1,2.46E-03
h,0.47,1724,8,1.18,2.74E-06
h,0.47,1361,9,1.4,8.83E-18
h,0.47,1161,10,1.44,1.07E-17
h,0.47,775,11,1.29,1.57E-06
h,0.47,623,12,1.4,1.21E-08
h,0.47,469,13,1.17,1.95E-02
h,0.47,455,14,1.13,7.83E-02
h,0.47,381,15,1.19,1.85E-02
h,0.47,379,16,1.79,4.28E-15
h,0.47,358,17,1.26,2.57E-03
h,0.47,247,18,1.14,1.63E-01
h,0.47,248,19,1.37,7.01E-04
h,0.47,205,20,1.51,4.77E-05
h,0.47,203,21,1.1,3.26E-01
h,0.47,187,22,1.99,4.09E-11
h,0.47,262,23,2.54,2.09E-26
h,0.47,173,24,1.75,3.52E-07
h,0.47,160,25,1.48,5.77E-04
h,0.47,141,26,1.87,2.47E-07
h,0.47,136,27,1.47,2.03E-03
h,0.47,69,28,1.7,2.25E-03
h,0.47,57,29,0.65,6.30E-02
h,0.47,45,30,0.95,1.00E+00
h,0.47,110,31,4.94,3.13E-32
h,0.47,15,32,3.59,3.49E-04
h,0.47,19,33,0.24,3.80E-03
h,0.47,20,34,1.31,3.63E-01
h,0.47,18,35,2.61,2.85E-03
h,0.47,48,37,11.22,4.65E-30
h,0.47,6,38,6.53,1.17E-03
h,0.47,9,39,4.57,1.05E-03
h,0.47,3,41,0.0,1.84E-01
h,0.47,7,42,0.52,6.02E-01
h,0.47,4,44,0.0,8.35E-02
h,0.47,1,45,0.0,1.00E+00
h,0.47,2,84,0.0,4.15E-01
h,0.48,2601,1,0.97,2.59E-01
h,0.48,2690,2,0.79,3.63E-15
h,0.48,4972,3,0.93,7.47E-04
h,0.48,3760,4,1.01,6.28E-01
h,0.48,3136,5,1.11,8.57E-05
h,0.48,2714,6,1.16,9.79E-08
h,0.48,1998,7,1.13,1.74E-04
h,0.48,1519,8,1.22,1.32E-07
h,0.48,1293,9,1.55,1.94E-27
h,0.48,1046,10,1.43,3.11E-15
h,0.48,675,11,1.36,5.60E-08
h,0.48,548,12,1.48,3.46E-10
h,0.48,436,13,1.24,2.80E-03
h,0.48,371,14,1.14,8.72E-02
h,0.48,356,15,1.19,2.33E-02
h,0.48,364,16,1.82,1.70E-15
h,0.48,307,17,1.5,1.22E-06
h,0.48,228,18,1.31,6.18E-03
h,0.48,231,19,1.57,2.46E-06
h,0.48,169,20,1.6,2.44E-05
h,0.48,187,21,1.09,4.28E-01
h,0.48,193,22,2.24,2.93E-15
h,0.48,227,23,2.54,2.66E-23
h,0.48,143,24,1.75,2.43E-06
h,0.48,148,25,1.42,3.44E-03
h,0.48,98,26,1.48,6.88E-03
h,0.48,122,27,1.76,1.56E-05
h,0.48,59,28,1.9,6.02E-04
h,0.48,43,29,0.51,1.32E-02
h,0.48,37,30,1.24,3.56E-01
h,0.48,98,31,5.8,2.38E-34
h,0.48,11,32,3.48,2.58E-03
h,0.48,17,33,0.28,1.32E-02
h,0.48,16,34,1.68,1.24E-01
h,0.48,15,35,8.48,9.99E-09
h,0.48,46,37,13.7,9.39E-33
h,0.48,6,38,6.53,1.17E-03
h,0.48,8,39,9.14,1.58E-05
h,0.48,4,41,0.0,8.35E-02
h,0.48,4,42,1.31,6.69E-01
h,0.48,4,44,0.0,8.35E-02
h,0.48,9,45,10.44,1.49E-06
h,0.48,2,84,0.0,4.15E-01
h,0.49,2736,1,0.97,3.10E-01
h,0.49,2753,2,0.83,4.97E-11
h,0.49,4950,3,0.95,7.14E-03
h,0.49,3591,4,1.02,3.27E-01
h,0.49,2980,5,1.12,4.91E-05
h,0.49,2559,6,1.21,8.62E-11
h,0.49,1874,7,1.17,3.49E-06
h,0.49,1362,8,1.19,8.34E-06
h,0.49,1187,9,1.54,4.26E-25
h,0.49,951,10,1.48,1.08E-16
h,0.49,564,11,1.36,5.35E-07
h,0.49,484,12,1.65,2.98E-14
h,0.49,390,13,1.15,5.59E-02
h,0.49,346,14,1.31,6.78E-04
h,0.49,350,15,1.53,3.35E-08
h,0.49,324,16,1.72,1.34E-11
h,0.49,309,17,1.6,1.18E-08
h,0.49,212,18,1.33,4.34E-03
h,0.49,178,19,1.37,4.68E-03
h,0.49,154,20,2.04,5.03E-10
h,0.49,160,21,0.96,8.12E-01
h,0.49,160,22,2.06,1.41E-10
h,0.49,205,23,2.17,5.53E-15
h,0.49,112,24,1.74,4.53E-05
h,0.49,118,25,1.06,6.19E-01
h,0.49,73,26,1.14,4.11E-01
h,0.49,125,27,2.77,5.68E-16
h,0.49,49,28,1.6,1.97E-02
h,0.49,41,29,0.61,6.62E-02
h,0.49,32,30,1.91,9.76E-03
h,0.49,60,31,5.81,9.68E-22
h,0.49,13,32,1.52,2.38E-01
h,0.49,19,33,1.17,5.85E-01
h,0.49,5,34,0.87,1.00E+00
h,0.49,6,35,2.61,6.98E-02
h,0.49,38,37,23.49,2.81E-36
h,0.49,1,38,0.0,1.00E+00
h,0.49,2,40,1.31,5.35E-01
h,0.49,2,41,0.0,4.15E-01
h,0.49,3,42,2.61,1.79E-01
h,0.49,1,44,0.0,1.00E+00
h,0.49,2,70,0.0,4.15E-01
h,0.5,2867,1,1.01,8.28E-01
h,0.5,2857,2,0.87,4.48E-07
h,0.5,4761,3,0.93,1.70E-03
h,0.5,3486,4,1.08,3.35E-03
h,0.5,2794,5,1.12,3.84E-05
h,0.5,2297,6,1.28,7.78E-16
h,0.5,1688,7,1.21,1.37E-07
h,0.5,1182,8,1.23,1.52E-06
h,0.5,1050,9,1.65,1.99E-29
h,0.5,750,10,1.49,4.73E-14
h,0.5,448,11,1.35,1.23E-05
h,0.5,365,12,1.62,2.08E-10
h,0.5,326,13,1.15,8.14E-02
h,0.5,317,14,1.3,1.70E-03
h,0.5,327,15,1.66,2.40E-10
h,0.5,320,16,2.15,7.00E-22
h,0.5,277,17,1.59,1.17E-07
h,0.5,178,18,1.49,2.04E-04
h,0.5,126,19,1.39,1.02E-02
h,0.5,146,20,1.87,1.19E-07
h,0.5,123,21,0.81,1.49E-01
h,0.5,129,22,1.33,2.65E-02
h,0.5,167,23,2.27,8.11E-14
h,0.5,101,24,1.5,4.44E-03
h,0.5,98,25,1.6,1.33E-03
h,0.5,71,26,1.59,6.06E-03
h,0.5,83,27,2.08,2.36E-06
h,0.5,43,28,1.65,2.43E-02
h,0.5,17,29,0.71,4.93E-01
h,0.5,24,30,1.83,2.93E-02
h,0.5,36,31,6.53,3.31E-15
h,0.5,10,32,0.87,1.00E+00
h,0.5,18,33,1.31,4.40E-01
h,0.5,4,34,0.44,7.35E-01
h,0.5,2,35,0.0,4.15E-01
h,0.5,5,36,5.22,7.84E-03
h,0.5,38,37,48.29,1.78E-48
h,0.5,1,38,0.0,1.00E+00
h,0.5,6,39,6.53,1.17E-03
h,0.5,2,41,0.0,4.15E-01
h,0.5,1,42,0.0,1.00E+00
h,0.51,2919,1,1.01,5.84E-01
h,0.51,2871,2,0.89,2.39E-05
h,0.51,4638,3,0.98,3.58E-01
h,0.51,3334,4,1.08,2.36E-03
h,0.51,2545,5,1.15,1.54E-06
h,0.51,2067,6,1.31,4.15E-17
h,0.51,1502,7,1.25,4.81E-09
h,0.51,1053,8,1.39,2.43E-13
h,0.51,892,9,1.76,7.34E-32
h,0.51,606,10,1.49,1.31E-11
h,0.51,366,11,1.16,5.84E-02
h,0.51,333,12,1.73,2.79E-12
h,0.51,264,13,1.25,1.37E-02
h,0.51,280,14,1.38,2.25E-04
h,0.51,311,15,1.55,8.57E-08
h,0.51,294,16,2.06,3.44E-18
h,0.51,232,17,1.58,1.42E-06
h,0.51,154,18,1.61,4.41E-05
h,0.51,108,19,1.26,1.05E-01
h,0.51,127,20,1.76,7.76E-06
h,0.51,94,21,0.93,7.00E-01
h,0.51,109,22,1.38,2.23E-02
h,0.51,138,23,2.98,8.01E-20
h,0.51,83,24,1.21,2.21E-01
h,0.51,72,25,2.18,2.72E-06
h,0.51,66,26,1.77,1.07E-03
h,0.51,64,27,1.79,1.25E-03
h,0.51,28,28,1.13,6.56E-01
h,0.51,9,29,0.37,1.92E-01
h,0.51,13,30,0.82,8.40E-01
h,0.51,38,31,8.61,4.94E-20
h,0.51,39,32,5.97,4.62E-15
h,0.51,11,33,0.29,5.64E-02
h,0.51,3,34,0.65,1.00E+00
h,0.51,1,36,0.0,1.00E+00
h,0.51,2,37,1.31,5.35E-01
h,0.51,6,39,6.53,1.17E-03
h,0.51,2,41,0.0,4.15E-01
h,0.52,2867,1,1.01,7.83E-01
h,0.52,2931,2,0.88,1.13E-05
h,0.52,4577,3,0.97,1.37E-01
h,0.52,3215,4,1.08,4.51E-03
h,0.52,2479,5,1.22,1.46E-11
h,0.52,1985,6,1.28,2.60E-14
h,0.52,1423,7,1.3,8.15E-12
h,0.52,952,8,1.33,2.51E-09
h,0.52,838,9,1.78,1.18E-31
h,0.52,526,10,1.39,2.71E-07
h,0.52,350,11,1.15,7.76E-02
h,0.52,347,12,1.91,3.84E-17
h,0.52,242,13,1.22,3.56E-02
h,0.52,280,14,1.6,5.79E-08
h,0.52,286,15,1.5,2.23E-06
h,0.52,296,16,2.21,1.24E-21
h,0.52,215,17,1.81,1.18E-09
h,0.52,133,18,1.45,3.04E-03
h,0.52,90,19,1.09,5.67E-01
h,0.52,120,20,1.71,4.60E-05
h,0.52,82,21,1.02,8.66E-01
h,0.52,112,22,1.35,2.53E-02
h,0.52,117,23,3.32,2.94E-20
h,0.52,74,24,1.17,3.59E-01
h,0.52,64,25,2.04,5.16E-05
h,0.52,52,26,2.27,3.01E-05
h,0.52,35,27,0.77,4.62E-01
h,0.52,27,28,1.41,2.01E-01
h,0.52,6,29,0.65,7.76E-01
h,0.52,13,30,0.82,8.40E-01
h,0.52,3,31,0.0,1.84E-01
h,0.52,37,32,8.35,4.27E-19
h,0.52,10,33,0.56,5.10E-01
h,0.52,2,34,0.0,4.15E-01
h,0.52,1,36,0.0,1.00E+00
h,0.52,2,37,1.31,5.35E-01
h,0.52,1,39,0.0,1.00E+00
h,0.52,2,41,0.0,4.15E-01
h,0.53,2893,1,1.02,5.06E-01
h,0.53,2920,2,0.89,1.32E-05
h,0.53,4534,3,0.96,5.07E-02
h,0.53,3206,4,1.11,1.15E-04
h,0.53,2379,5,1.16,9.18E-07
h,0.53,1875,6,1.27,1.26E-12
h,0.53,1357,7,1.27,2.20E-09
h,0.53,853,8,1.35,3.16E-09
h,0.53,768,9,1.89,7.15E-35
h,0.53,505,10,1.4,2.66E-07
h,0.53,351,11,1.17,4.33E-02
h,0.53,308,12,1.91,1.75E-15
h,0.53,233,13,1.36,1.27E-03
h,0.53,257,14,1.72,1.80E-09
h,0.53,290,15,1.48,4.67E-06
h,0.53,233,16,1.74,4.30E-09
h,0.53,194,17,1.67,5.96E-07
h,0.53,131,18,1.86,7.24E-07
h,0.53,90,19,0.87,4.83E-01
h,0.53,107,20,1.73,6.72E-05
h,0.53,62,21,0.94,8.49E-01
h,0.53,123,22,1.84,1.91E-06
h,0.53,97,23,3.06,4.87E-15
h,0.53,62,24,1.58,1.23E-02
h,0.53,54,25,2.05,2.30E-04
h,0.53,35,26,1.55,6.17E-02
h,0.53,22,27,0.9,1.00E+00
h,0.53,18,28,1.04,8.55E-01
h,0.53,5,29,1.96,1.99E-01
h,0.53,8,30,1.31,5.57E-01
h,0.53,1,31,0.0,1.00E+00
h,0.53,38,32,6.96,6.97E-17
h,0.53,8,33,0.78,1.00E+00
h,0.53,1,34,0.0,1.00E+00
h,0.53,1,36,0.0,1.00E+00
h,0.53,2,37,1.31,5.35E-01
h,0.53,1,39,0.0,1.00E+00
h,0.54,2863,1,1.02,5.32E-01
h,0.54,2951,2,0.9,2.60E-04
h,0.54,4436,3,0.97,1.98E-01
h,0.54,3084,4,1.08,2.02E-03
h,0.54,2243,5,1.14,2.37E-05
h,0.54,1739,6,1.25,2.91E-10
h,0.54,1260,7,1.36,6.41E-14
h,0.54,784,8,1.41,4.76E-11
h,0.54,662,9,1.72,4.56E-22
h,0.54,444,10,1.43,2.40E-07
h,0.54,342,11,1.35,1.41E-04
h,0.54,250,12,1.46,3.77E-05
h,0.54,229,13,1.44,1.51E-04
h,0.54,253,14,2.03,2.50E-15
h,0.54,261,15,1.26,1.14E-02
h,0.54,207,16,1.34,3.78E-03
h,0.54,158,17,1.56,1.13E-04
h,0.54,115,18,1.76,2.63E-05
h,0.54,95,19,1.03,8.13E-01
h,0.54,102,20,1.36,3.49E-02
h,0.54,55,21,0.75,2.09E-01
h,0.54,85,22,1.34,6.32E-02
h,0.54,84,23,2.76,3.84E-11
h,0.54,55,24,1.69,6.73E-03
h,0.54,39,25,2.33,1.59E-04
h,0.54,33,26,1.77,2.01E-02
h,0.54,16,27,1.68,1.24E-01
h,0.54,15,28,0.65,4.67E-01
h,0.54,1,31,0.0,1.00E+00
h,0.54,37,32,8.35,4.27E-19
h,0.54,6,33,0.26,1.99E-01
h,0.54,1,34,0.0,1.00E+00
h,0.54,1,36,0.0,1.00E+00
h,0.54,2,37,1.31,5.35E-01
h,0.54,1,39,0.0,1.00E+00
h,0.55,2840,1,1.05,8.03E-02
h,0.55,2971,2,0.88,7.75E-06
h,0.55,4391,3,0.98,4.16E-01
h,0.55,3020,4,1.1,3.13E-04
h,0.55,2182,5,1.19,3.61E-08
h,0.55,1679,6,1.26,1.32E-10
h,0.55,1187,7,1.38,2.75E-14
h,0.55,739,8,1.47,8.23E-13
h,0.55,642,9,1.79,1.21E-24
h,0.55,427,10,1.4,1.93E-06
h,0.55,307,11,1.33,5.83E-04
h,0.55,252,12,1.39,3.39E-04
h,0.55,214,13,1.31,7.82E-03
h,0.55,234,14,1.75,2.89E-09
h,0.55,247,15,1.17,8.76E-02
h,0.55,196,16,1.48,1.65E-04
h,0.55,156,17,1.78,4.75E-07
h,0.55,90,18,1.56,3.10E-03
h,0.55,90,19,1.04,7.46E-01
h,0.55,88,20,1.25,1.47E-01
h,0.55,51,21,0.99,1.00E+00
h,0.55,79,22,1.21,2.45E-01
h,0.55,84,23,2.91,3.20E-12
h,0.55,53,24,1.99,3.89E-04
h,0.55,38,25,1.79,9.51E-03
h,0.55,31,26,2.07,4.08E-03
h,0.55,14,27,1.31,3.90E-01
h,0.55,14,28,0.73,7.00E-01
h,0.55,37,32,10.77,6.56E-23
h,0.55,1,33,0.0,1.00E+00
h,0.55,1,34,0.0,1.00E+00
h,0.55,2,37,1.31,5.35E-01
h,0.55,1,39,0.0,1.00E+00
h,0.56,2829,1,1.06,5.17E-02
h,0.56,2945,2,0.9,1.26E-04
h,0.56,4345,3,0.98,2.81E-01
h,0.56,2954,4,1.1,7.34E-04
h,0.56,2064,5,1.19,5.53E-08
h,0.56,1570,6,1.27,7.24E-11
h,0.56,1083,7,1.38,2.65E-13
h,0.56,690,8,1.47,4.42E-12
h,0.56,602,9,1.75,9.88E-22
h,0.56,399,10,1.48,7.54E-08
h,0.56,290,11,1.2,3.21E-02
h,0.56,246,12,1.35,1.24E-03
h,0.56,179,13,1.26,3.55E-02
h,0.56,235,14,1.79,3.99E-10
h,0.56,239,15,1.17,1.02E-01
h,0.56,174,16,1.81,4.74E-08
h,0.56,122,17,1.59,3.64E-04
h,0.56,79,18,1.56,5.53E-03
h,0.56,91,19,1.12,4.61E-01
h,0.56,79,20,1.15,3.77E-01
h,0.56,46,21,1.1,6.46E-01
h,0.56,73,22,1.27,1.57E-01
h,0.56,66,23,2.8,2.56E-09
h,0.56,37,24,1.54,6.88E-02
h,0.56,31,25,2.07,4.08E-03
h,0.56,22,26,1.57,1.42E-01
h,0.56,14,27,1.31,3.90E-01
h,0.56,11,28,0.49,3.06E-01
h,0.56,6,32,0.65,7.76E-01
h,0.56,1,33,0.0,1.00E+00
h,0.56,1,34,0.0,1.00E+00
h,0.56,2,36,1.31,5.35E-01
h,0.56,1,39,0.0,1.00E+00
h,0.57,2841,1,1.07,1.62E-02
h,0.57,2903,2,0.89,3.35E-05
h,0.57,4147,3,0.97,2.51E-01
h,0.57,2851,4,1.1,6.22E-04
h,0.57,1955,5,1.26,1.15E-12
h,0.57,1446,6,1.25,1.30E-08
h,0.57,994,7,1.36,1.91E-11
h,0.57,613,8,1.54,1.23E-13
h,0.57,557,9,1.83,2.80E-23
h,0.57,389,10,1.6,1.66E-10
h,0.57,271,11,1.2,3.81E-02
h,0.57,226,12,1.35,1.92E-03
h,0.57,171,13,1.15,2.08E-01
h,0.57,213,14,1.85,3.37E-10
h,0.57,223,15,1.2,5.58E-02
h,0.57,143,16,1.86,2.13E-07
h,0.57,108,17,1.63,3.64E-04
h,0.57,73,18,1.27,1.57E-01
h,0.57,102,19,1.53,3.34E-03
h,0.57,58,20,0.86,5.61E-01
h,0.57,44,21,1.43,1.02E-01
h,0.57,76,22,1.7,1.31E-03
h,0.57,38,23,0.95,1.00E+00
h,0.57,31,24,0.94,1.00E+00
